,name,price
330,"TelefonmobilSamsungGalaxyJ5Prime,DualSim,16GB,4G,Gold",1.250
331,"TelefonmobilUMIDiamondX,4G,DualSIM,Quad-Core,2GBRAM,16GB,13MP,Android6.0,Gold",725
332,"TelefonmobilOukitelU7Plus,4G,DualSIM,Quad-Core,2GBRAM,16GB,SenzorAmprenta,Android6.0,RoseGold",775
333,"TelefonmobilSamsungGalaxyC5,C5000,DualSim,32GB,4G,Gri",1.549
334,"TelefonmobilSamsungGalaxyC5,C5000,DualSim,32GB,4G,Argintiu",1.549
335,"TelefonmobilAppleiPhone6Plus,64GB,SpaceGray",3.410
336,"TelefonmobilHtcDesire825,16GB,4G,DarkGrey",1.299
337,"TelefonmobilLGK220XPower,16GB,4G,Black",941
338,"TelefonmobilSamsungGalaxyJ1AceJ111,DualSim,8GB,4G,Alb",582
339,"TelefonmobilHTCDesire10Lifestyle,16GB,4G,StoneBlack",1.399
340,"TelefonmobilLenovoP2,Dualsim,32GB,Grey",1.934
341,"TelefonmobilBlubooMini,3G,DualSIM,Quad-Core,8GB,Android6.0,Negru",346
342,"TelefonmobilUMIPlus,4G,DualSIM,Octa-Core,4GBRAM,32GB,USBType-C,4000mAh,Android7.0,Gold",1.599
343,"TelefonmobilSonyXperiaXZ,32GB,4G,Black",2.999
344,"TelefonmobilAllviewV2ViperS,DualSIM,32GB,4G,Gold",1.139
345,"TelefonmobilHonor5X,DualSim,16GB,4G,Grey",1.269
346,"TelefonmobilAllviewA6Duo,DualSIM,8GB,Black",349
347,"TelefonmobilLenovoVibeP1,DualSIM,32GB,4G,Gold",1.279
348,"TelefonmobilHTCOneM9,32GB,4G,GoldonSilver",1.879
349,"TelefonmobilXiaomiRedmiNote3ProDualSim,32GB,4G,Gold",1.249
350,"TelefonmobilSamsungGalaxyJ3(2016)DualSim,8GB,4G,Alb",829
351,"TelefonmobiliHuntPatriotx33,IP68,DualSIM,32GB,Android6.0,Galben",1.499
352,"TelefonmobilHtcDesire825,16GB,4G,SprinkleWhite",1.299
353,"TelefonmobilHTCDesire526G+,DualSim,16GB,Albastru",549
354,"TelefonmobilNokia130,DualSim,Black",114
355,"TelefonmobilAlcatelOT-1016G,Alb",90
356,"TelefonmobilHomTomHT16,3G,DualSIM,Quad-Core,8GB,Android6.0,3000mAh,Negru",450
357,"TelefonmobilUTOKQ5GT,DualSIM,8GB,4G,Black",399
358,"TelefonmobilAppleiPhone6Plus,64GB,Silver",3.410
359,"TelefonmobilAllviewV2ViperX+,DualSIM,16GB,Gold",1.289
360,"TelefonmobilLenovoVibeB,DualSIM,8GB,4G,White",389
361,"TelefonmobilBlackviewBV6000,4G+,DualSIM,4.7-inchHD,Octa-CoreHelioP10,3GBRAM,32GB,13MP,4500mAh,Android6.0,Galben,IP68",1.599
362,"TelefonmobilpentruSenioriFYSIC,TasteMari,ButonSOS,Meniusimplu",155
363,"TelefonmobilHtcDesire628,DualSim,32GB,4G,SunsetBlue",949
364,"TelefonmobilSonyXPerformance,DualSIM,64GB,4G,RoseGold",2.334
365,"TelefonmobilXiaomiMiMaxDualSim,16GB,4G,Auriu",923
366,"TelefonmobilSonyZ5Premium,DualSIM,32GB,4G,Gold",2.375
367,"TelefonMobilUlefoneArmorDualSIM,4G,4.7""HDIPS(GorillaGlass3),Octa-Core,3GB+32GB,13MPx,StandardProtectieIP68,Android6.0,Negru",1.499
368,"TelefonmobilMicrosoft535Lumia,DualSIM,Black",500
369,"TelefonmobilEvolioS5Pro,DualSIM,8GB,Black",339
370,"TelefonmobilXiaomiMi5,DualSim,32GB,4G,White",1.409
371,"TelefonmobilLenovoP2,Dualsim,32GB,Gold",1.934
372,"TelefonmobilSamsungGalaxyS7Edge,32GB,WhitePearl",3.149
373,"TelefonmobilHuaweiNexus6P,32GB,4G,GraphiteGrey",2.679
374,"TelefonmobilAppleiPhone6S,16GB,Silver",2.949
375,"TelefonmobilAllviewL6,DualSim,Black",69
376,"TelefonmobilBlackviewA8Max,4G,DualSIM,Quad-Core,2GBRAM,16GB,Android6.0,3000mAh,Gold(includeHusasilicon)",899
377,"TelefonmobilSamsungGalaxyA5(2016),16GB,4G,White",1.569
378,"TelefonmobilLGK4,8GB,4G,Indigo",569
379,"TelefonmobilAllviewP8EnergyMini,DualSIM,16GB,Gold",699
380,"TelefonmobilMicrosoftLumia532,DualSim,8GB,White",299
381,"TelefonmobilMicrosoftLumia640XL,8GB,4G,Black",722
382,"TelefonmobilBlackberryDTEK50,16GB,4G,Black",1.549
383,"TelefonmobilSamsungGalaxyJ2,DualSim,8GB,4G,White",789
384,"TelefonmobilUlefoneArmor,4G,DualSIM,Octa-Core,3GBRAM,32GB,NFC,Android6.0,IP68,Orange",1.104
385,"TelefonmobilMotorolaMotoG4Plus,XT1642,DualSim,16GB,4G,Negru",1.208
386,"TelefonmobilOukitelU15Pro,DualSIM,4G,Octa-Core,3GBRAM,32GB,Android6.0,Gold(includeHusasiliconsiFolieprotectie)",1.099
387,"TelefonmobilSamsungGalaxyA8,A8000,DualSim,32GB,4G,Auriu",1.666
388,"TelefonmobilSamsungGALAXYS6Edge,32GB,4G,Black",2.349
389,"TelefonmobilSonyXperiaX,32GB,4G,Black",2.069
390,"TelefonmobilSamsungGalaxyJ7(2016),DualSim,16GB,4G,Gold",1.249
391,"TelefonmobilAppleiPhone6Plus,16GB,Silver",2.729
392,"TelefonmobilUMIDiamond,4G,DualSIM,Octa-Core,3GBRAM,16GB,13MP,Android6.0,Gold",925
393,"TelefonmobilAppleiPhone6S,64GB,RoseGold",3.700
394,"TelefonmobilAppleiPhone6SPlus,16GB,SpaceGray",3.379
395,"TelefonmobilUMIMax,4G,DualSIM,Octa-Core,3GBRAM,16GB,13MP,4000mAh,Android6.0,Gold",1.250
396,"TelefonmobilMyphoneHammer,DualSim,Black",262
397,"TelefonMobilCUBOTRainbow,DualSIM,5""HDIPS,Quad-Core,16GB,13MPx,LEDNotificare,Android6.0,Alb+BONUS:HusaSilicon,FoliePlasticsiromanulTentoria",494
398,"TelefonmobilLenovoMotoE3,8GB,4G,Black",699
399,"TelefonmobilOnePlus3,DualSIM,4G,Snapdragon820,6GBRAM,64GB,16MP,Android6.0.1,Graphite",2.549
400,"TelefonmobilAppleiPhone6S,64GB,Silver",3.700
401,"TelefonmobilMannZugS,Dual-SIM,3G,RadioFM,IP67,Gri",494
402,"TelefonmobilLenovoVibeC2Power,DualSIM,16GB,4G,White",938
403,"TelefonmobilHonor8,DualSim,64GB,4G,SapphireBlue",2.165
404,"TelefonmobilMeizuMX5,DualSim,32GB,4G,White",2.179
405,"TelefonmobilASUSZenFoneMax,DualSim,32GB,4G,White",736
406,"TelefonMobilCUBOTS600,DualSIM,SenzorAmprenta,4G,5""JDIAH-IPS,4Core1.3GHz,2GB+16GB,16MPxPDAFSamsung,7.5mm,Android5.1,Negru+BONUS:CarcasaTransparenta,FolieSticla",792
407,"TelefonmobilXiaomiRedmi3S,DualSIM,16GB,4G,White",754
408,"TelefonMobilBlackberryQ10,White",673
409,"TelefonmobilHuaweiP8Max,DualSim,64GB,4G,Grey",2.684
410,"TelefonmobilHonor5X,DualSim,16GB,4G,Silver",1.269
411,"TelefonmobilSamsungGalaxyS7Edge,32GB,4G,PinkGold",3.349
412,"TelefonmobilHtcDesire828,16GB,4G,DarkGrey",1.479
413,"TelefonmobilKarbonnQuattroL50,DualSIM,16GB,4G,Grey",689
414,"TelefonmobilHuaweiNexus6P,32GB,4G,Aluminium",2.679
415,"TelefonmobilAllviewM9Luna,DualSim,Black",199
416,"TelefonmobilASUSZenFone3ZE520KL,DualSim,32GB,4G,MoonlightWhite",1.499
417,"TelefonmobilSonyXperiaXZ,32GB,4G,Blue",2.999
418,"TelefonmobilSonyXperiaXZ,32GB,4G,Silver",2.999
419,"TelefonmobilBLUStudioOne,DualSim,16GB,4G,White",639
420,"TelefonmobilAllviewE3Jump,16GB,4G,Grey",999
421,"TelefonmobilHuaweiY6IICompact,DualSIM,16GB,4G,Gold",699
422,"TelefonmobilSamsungGalaxyJ5(2016),DualSim,16GB,4G,White",899
423,"TelefonmobilHuaweiG7,16GB,4G,Silver",1.189
424,"TelefonmobilAppleiPhone6S,16GB,Gold",2.949
425,"TelefonmobilAllviewV1Viperi4G,DualSIM,4G,8GB,Black",499
426,"TelefonMobilCUBOTDinosaur,DualSIM,4G,5.5""HDIPS2.5D,4Core1.3GHz,3GB+16GB,13MPx,4150mah,Android6.0,Negru+BONUS:HusaSiliconsiFolieProtectie",891
427,"TelefonmobilASUSZenFone3DeluxeZS570KL,DualSim,64GB,4G,GlacierSilver",3.014
428,"TelefonmobilVoninoVoltS,DualSIM,8GB,DarkBlue",349
429,"TelefonmobilBlubooXTOUCH,DualSim,32GB,4G,Deepblue",1.636
430,"TelefonmobilSonyXperiaXCompact,32GB,4G,Black",2.022
431,"TelefonmobilSamsungGalaxyJ5(2016)DualSim,16GB,4G,Auriu",929
432,"TelefonmobilBlackBerryZ30,Black",1.189
433,"TelefonmobilHTC10,32GB,4G,Gold",2.999
434,"TelefonmobilHTC10,32GB,4G,GlacierSilver",2.649
435,ONEPLUS3TDualSim64GBLTE4GAuriu6GBRAMA3010,2.599
436,"SmartphoneDualSimZTEBladeL5,5"",8MP,1GBRAM,8GB,Dual-Core,3G,White",385
437,"TelefonDualSimLandRoverAlpsX6,ip68,statieemisie-receptiePTT,negru",1.000
438,"TelefonmobilXiaomiRedmiNote3Pro,SpecialEdition,DualSim,32GB,4G,Auriu",1.088
439,"TelefonmobilUlefoneTiger,4G,DualSIM,Quad-Core,2GBRAM,16GB,Android6.0,4200mAh,Negru",799
440,"TelefonmobilLeagooZ1DualSim,GalaxyWhite",349
441,"TelefonmobilMicrosoftLumia640,Black",699
442,"TeslaSmartphone6.2,DualSim,32GB,4G,Grey",1.160
443,"TelefonmobilAllviewP6Lite,DualSIM,8GB,Brown",449
444,"TelefonmobilHuaweiMate8,DualSim,32GB,4G,SpaceGrey",2.910
445,"TelefonmobilMicrosoftLumia640XL,DualSim,8GB,White",734
446,"TelefonmobilZOPOColor-F24G,DualSIM,Quad-Core,1GBRAM,16GBROM,5.5"",senzorAMPRENTA,negru",544
447,"TelefonmobilLenovoVibeP1Pro,DualSIM,32GB,4G,Gold",1.562
448,"TelefonmobilLenovoVibeP1Pro,DualSIM,32GB,4G,Gray",1.562
449,"TelefonmobilHuaweiP8,16GB,4G,Grey",1.479
450,"TelefonmobilHuaweiP8,16GB,4G,ChampagneGold",1.479
451,"TelefonmobilAppleiPhone6S,64GB,Gold",3.700
452,"TelefonmobilLGG5,32GB,4G,Gold",2.928
453,"TelefonmobilBLULifeMark,DualSim,16GB,4G,White",639
454,"TelefonmobilASUSZenFone3ZE552KL,DualSim,64GB,4G,MoonlightWhite",1.799
455,"TelefonmobilXiaomiMi5,DualSIM,4G,Snapdragon820,5.15-inchFHD,64GB,3GBRAM,16MP,Android6.0,White",1.549
456,"TelefonmobilLeagooAlfa5,DualSim,Gold",449
457,"TelefonmobilASUSZenfone2,DualSim,128GB,Argintiu",1.992
458,"TelefonmobilOnePlus2,A2005,DualSim,64GB,4G,Negru",1.679
459,"TelefonmobilOukitelU15Pro,DualSIM,4G,Octa-Core,3GBRAM,32GB,Android6.0,Negru(includeHusasiliconsiFolieprotectie)",1.099
460,"TelefonmobilHonor5X,DualSim,16GB,4G,Gold",1.059
461,"TelefonmobilBlackberryDTEK60,32GB,4G,Black",2.699
462,"TelefonmobilSonyXPerformance,DualSIM,64GB,4G,LimeGold",2.301
463,"TelefonmobilLeagooLead3,DualSim,Alb",359
464,"TelefonmobilHuaweiMate7,16GB,4G,Black",2.099
465,"TelefonmobilXiaomiMiMax,DualSim,32GB,4G,Gold",1.379
466,"TelefonmobilMicrosoftLumia640,DualSim,8GB,White",492
467,"TelefonmobilMicrosoftLumia640,DualSim,8GB,Black",565
468,"TelefonmobilHonor7Lite,DualSim,16Gb,4G,Silver",869
469,"TelefonmobilHonor7Lite,DualSim,16Gb,4G,Gold",899
470,"TelefonmobilHonor7Lite,DualSim,16Gb,4G,Grey",899
471,"TelefonmobilEvolioRanger,Yellow/Black",219
472,"TelefonmobilAppleiPhoneSE,16GB,4G,SpaceGray",2.099
473,"TelefonmobilHTCOneM9,32GB,4G,Gold",1.999
474,"TelefonmobilMicrosoftLumia640,8GB,4G,Black",499
475,"TelefonmobilLeEcoLe2(LeTv),DualSIM,4G,5.5-inchFHD,Deca-CoreHelioX20,3GBRAM,32GB,16MP,Android6.0,USBType-C,Gold",1.375
476,"TelefonmobilHuaweiY6II,DualSIM,16GB,4G,Black",749
477,"TelefonmobilHuaweiY6II,DualSIM,16GB,4G,White",749
478,"TelefonmobilSamsungGalaxyJ1Mini,DualSim,8GB,White",449
479,"TelefonmobilSamsungN920GalaxyNote5,DualSim,32GB,4G,Gold",3.100
480,"TelefonmobilMyPhoneHalo2,White",168
481,"TelefonmobilHuaweiP9,DualSim,32GB,4G,PrestigeGold",2.299
482,"TelefonmobilElephoneS7,DualSIM,4G+,Deca-CoreX20,4GBRAM,64GB,Android6.0,Blue(includeHusaSilicon)",1.599
483,"TelefonmobilVerneeApolloLite,DualSIM,4G,Deca-CoreHelioX20,4GBRAM,32GB,16MP,Android6.0,Black",1.486
484,"TelefonmobilSamsungGalaxyJ1Mini,DualSim,8GB,Black",429
485,"TelefonmobilLGG5,32GB,4G,Titan",3.299
486,"TelefonmobilSamsungGALAXYS6,DualSim,32GB,4G,Gold",2.399
487,"TelefonmobilSamsungGalaxyA7(2016),DualSim,16GB,4G,White",1.796
488,"TelefonmobilLenovoP90,32GB,4G,Black",969
489,"TelefonmobilMotorolaXT1572MotoXStyle,32GB,4G,Black",1.899
490,"TelefonmobilAppleiPhone6S,16GB,SpaceGray",3.055
491,"TelefonmobilAppleiPhone6s,32GB,Gold",3.003
492,"TelefonmobilAppleiPhone6S,16GB,RoseGold",3.029
493,"TelefonmobilAppleiPhone6s,32GB,Silver",3.003
494,"TelefonmobilSonyXperiaZ3+,DualSim,32GB,4G,AquaGreen",1.599
495,"TelefonmobilAppleiPhone7Plus,256GB,Silver",6.430
496,"TelefonmobilAppleiPhone7Plus,256GB,RoseGold",5.731
497,"TelefonmobilAppleiPhone7Plus,128GB,Black",4.658
498,"TelefonMobilUlefoneU007PRO,DualSIM,4G,5""HD,Quad-Core,8GB,13MPx,Android6.0,Gri+BONUS:HusaSilicon,FolieProtectiesiCasti",579
499,"XiaomiRedmi4A,2GBRAM,16GBROM,13MP,Snapdragon,DualSIM,Gold",649
500,"TelefonmobilLenovoMotoXForce,32GB,4G,Black",2.300
501,"TelefonmobilSamsungGalaxyC7,C7000,DualSim,64GB,4G,Argintiu",2.199
502,"TelefonmobilKarbonnK9Smart,DualSIM,8GB,WhiteGold",349
503,"TelefonmobilMotorolaMotoZPlay,DualSim,32GB,4G,Negru",2.222
504,"TelefonmobilALCATELONETOUCH1016,DualSim,VolcanoBlack",99
505,"TelefonmobilSamsungGalaxyJ5Prime,DualSim,16GB,4G,Black",1.099
506,"TelefonMobilVivaxSmartFLY3LTERoseGold,DualSim,5"",Quad-CoreCortex-A53,16GB,4G,RoseGold",945
507,"TelefonMobilReederP10C,SmartPhoneDualSIM,4G,5"",1G/16GB,8MP+5MP",792
508,"TelefonmobilAsusZenfone3ZE520KL,DualSim,64GB,4G,Albastru",1.654
509,"TelefonmobilXiaomiRedmi4A,DualSim,16GB,4G,Auriu",656
510,"TelefonmobilSamsungJ2DualSim,8GB,3G,Alb",669
511,"TelefonmobilAsusZenfone3UltraZU680KL,DualSim,64GB,4G,Gri",3.058
512,"TelefonmobilXiaomiMi4sDualSim,64GB,4G,Gold",1.235
513,"TelefonmobilSamsungGalaxyJ7(2016),J710FD,DualSim,16GB,4G,Negru",1.197
514,"TelefonmobilSamsungGalaxyGrandPrimePlusG532,DualSim,8GB,4G,Black",671
515,"TelefonmobilSamsungGalaxyA3(2016),DualSim,16GB,4G,White",1.161
516,"TelefonmobilBlackviewA8,DualSIM,Quad-Core,5-inchHD,8GB,8MP,White,Android5.1(includehusasilicon)",550
517,"TelefonmobilSamsungGalaxyS7,32GB,4G,PinkGold",2.855
518,"TelefonmobilHTCOneM9Plus,32GB,4G,Silver",2.499
519,"TelefonmobilSonyXperiaX,32GB,4G,White",1.940
520,"TelefonmobilSamsungGalaxyJ7(2016),DualSim,16GB,4G,Black",1.436
521,"TelefonmobilXiaomiRedmi3S,DualSIM,16GB,4G,Gold",781
522,"TelefonmobilHuaweiP8,DualSim,64GB,4G,Gold",2.099
523,"TelefonmobilMicrosoftLumia640XL,DualSim,8GB,Black",734
524,"TelefonmobilLGZeroH650,16GB,Blue",1.279
525,"TelefonmobilSamsungGalaxyS7,32GB,4G,Silver+BoxaportabilaSamsungLevelBoxSlim,Black",2.899
526,"TelefonmobilAppleiPhone6SPlus,64GB,Gold",4.179
527,"TelefonmobilAppleiPhone6SPlus,64GB,Silver",4.179
528,"TelefonmobilAppleiPhone6SPlus,64GB,RoseGold",4.179
529,"TelefonMobilCUBOTRainbow,DualSIM,5""HDIPS,Quad-Core,16GB,13MPx,LEDNotificare,Android6.0,Rosu+BONUS:HusaSilicon,FoliePlasticsiromanulTentoria",494
530,"TelefonmobilAppleiPhone6SPlus,16GB,Silver",3.379
531,"TelefonmobilAppleiPhone6SPlus,128GB,RoseGold",4.479
532,"TelefonmobilAppleiPhone6SPlus,16GB,RoseGold",3.379
533,"TelefonmobilBlackBerryQ5,Red",899
534,"TelefonmobilAppleiPhone6SPlus,128GB,Silver",4.479
535,"TelefonmobilAppleiPhone6sPlus,32GB,Silver",3.679
536,"TelefonmobilAppleiPhone6sPlus,32GB,RoseGold",3.918
537,"TelefonmobilSamsungGalaxyJ1(2016),8GB,4G,Gold",803
538,"TelefonmobilMicrosoftLumia650,16GB,4G,WhiteLightSilver",635
539,"TelefonmobilMyphoneHammer,DualSim,Orange",262
540,"TelefonmobilAllviewP6eMagic,DualSIM,16GB,Brown",449
541,"TelefonmobilSamsungGalaxyA9,DualSim,32GB,4G,Gold",1.879
542,"TelefonmobilSamsungGALAXYS6,32GB,4G,Blue",2.279
543,"TelefonmobilSamsungGALAXYS6,32GB,4G,Gold",2.229
544,"TelefonmobilAppleiPhoneSE,64GB,4G,Silver",2.699
545,"TelefonMobilKMAXONE,DualSIM,5"",16GB,4G,13MP+13MP,Octa-CoreA53,3000mAh,SenzorAmprenta+cover",990
546,"TelefonmobilHuaweiY635,DualSim,White",449
547,"TelefonmobilSonyXperiaE4,Black",599
548,"TelefonmobilBlackBerryQ5,8GB,4G,Roz",499
549,"TelefonmobilAppleiPhone6SPlus,64GB,SpaceGray",4.343
550,"TelefonmobilSamsungGalaxyA5(2016),16GB,4G,Black",1.692
551,"TelefonmobilZTEAxon7Mini,DualSim,32GB,4G,PlatinumGrey",1.443
552,"TelefonmobilHTCDesire626G+,DualSIM,8GB,White",617
553,"TelefonmobilHTCDesire630,DualSim,16GB,SprinkleWhite",949
554,"TelefonDualSIMNO.1A9,LCD2.4inch,AntiSocsiRezistentlaApa(IP67),LanternasiVibratii,redareMP3siMP4,FMRadio,GPRS,BT2.1,MMS,BaterieLitiu4800mAh,FunctiePowerBank,Portocaliu/Negru",395
555,"TelefonmobilNokia105New2015,Cyan",108
556,"TelefonmobilASUSZenFone2DeluxeSpecialEdition,DualSim,256GB,4G,Silver",2.760
557,"TelefonmobilASUSZenFoneGoZC500TG,DualSim,8GB,Black",634
558,"TelefonmobilMyPhoneS-Line,DualSIM,Black",689
559,"TelefonmobilLenovoMotoZPlay,DualSim, 32GB,4G,Black",2.579
560,"TelefonmobilBlubooDual,4G,DualSIM,Quad-Core,16GB,Android6.0,Black",1.199
561,"TelefonmobilLGV10,H960A,32GB,4G,NegruPiele",3.169
562,"TelefonmobilMicrosoftLumia950XL,32GB,4G,Negru",1.764
563,"TelefonmobilSamsungGalaxyA7(2016),A7100,DualSim,16GB,4G,White",1.599
564,"TelefonmobilSonyXperiaXA,DualSim,16GB,4G,White",1.349
565,"TelefonmobilMann5S,4G,DualSIM,Quad-Core,3GBRAM,32GB,NFC,Android5.1,4050mAh,Negru",1.636
566,"TelefonrezistentEVOLVEOStrongPhoneQ84G,impermeabilIP68,Negru/Galben,DualSIM,OctaCore1.7GHz,2GBRAM,memorie16GB,displayIPSHDGorillaGlass4.5"",camera13MpblitzLED,WiFiHotSpot,baterie3.700mAh,Android4.4.4,incarcatorautoinclus",1.599
567,"TelefonmobilSamsungGalaxyC5,C5000,DualSim,64GB,4G,Gri",1.599
568,"TelefonmobilOukitelK7000,DualSIM,4G,Quad-Core,16GB,SenzorAmprenta,Android6.0,Alb",799
569,TelefonmobilSamsungG388GalaxyXcover3DarkSilver,849
570,MEIZUM5NoteDualSim16GBLTE4GAlb3GBRAMM621Q,869
571,TelefonmobilRugGearRG500NFC,1.865
572,TelefonmobilMicrosoftLumia540DualSimBlack,593
573,"TelefonmobilLenovoA889,DualSim,8GB,Alb",539
574,"TelefonmobilHuaweiP8DualSim,16GB,4G,Negru",1.411
575,"TelefonmobilLeagooLead5,DualSim,Negru",499
576,"TelefonMobilENERGYPHONEPRO,Smartphone3G,ProcesorCoreOcta,FullHD,Negru",1.050
577,"TelefonmobilSonyXperiaXA,DualSim,16GB,4G,GraphiteBlack",1.299
578,"TelefonmobilSamsungGALAXYS6Edge,32GB,4G,White",2.963
579,"TelefonmobilSamsungGalaxyA8,A8000,DualSim,16GB,4G,Negru",1.436
580,"TelefonmobilMicrosoftLumia640,DualSim,4G,8GB,Black",696
581,TelefonMobilXIAOMIREDMINOTE416GBROM2GBRAMMTK67972.1GHzDecaCore5.5InchFHDScreenAndroid6.04GLTE,899
582,"TelefonmobilHuaweiY6Pro,DualSim,16GB,4G,White",799
583,"TelefonmobilMicrosoftLumia640XL,DualSim,8GB,Orange",734
584,"TelefonmobilUMIMAX,4G,DualSIM,Octa-core,3GBRAM,16GB,13MP,Android6.0",1.239
585,"TelefonmobilSamsungGalaxyS7Edge,32GB,4G,PinkGold+BoxaportabilaSamsungLevelBoxSlim,Red",3.699
586,"TelefonmobilSamsungN920GalaxyNote532GB,4G,Black",3.300
587,"TelefonmobilHonor7,DualSim,16Gb,4G,MisteryGrey",1.599
588,"TelefonmobilHonor7,DualSim,16Gb,4G,FantasySilver",1.549
589,"TelefonmobilHTCDesire510,4G,8GB,Grey",579
590,"TelefonmobilHTCDesire620G,DualSim,8GB,GreyOrange",629
591,"TelefonmobilAlcatelIdol4,DualSim,16GB,4G,Gold",1.547
592,"TelefonmobilEvolioM4ONE,4.5""IPS,QuadCore,8GB,darkgray",479
593,"TelefonmobilLGGFlex2,16GB,4G,TitanSilver",1.199
594,"TelefonmobilLGG4,32GB,4G,LeatherBrown",1.769
595,"TelefonmobilSamsungGALAXYS6,64GB,4G,Black",2.349
596,"TelefonmobilSamsungGALAXYS6,128GB,4G,White",3.168
597,"TelefonmobilSamsungGALAXYS6,128GB,4G,Blue",3.587
598,"TelefonmobilSamsungGALAXYS6,64GB,Blue",3.351
599,"TelefonmobilSamsungGALAXYS6,32GB,4G,White",2.249
600,"TelefonmobilLGG4,32GB,4G,LeatherBlack",1.769
601,"TelefonmobilSonyXperiaZ5,DualSim,32GB,4G,Black",2.676
602,"TelefonDualSIMNO.1A9,LCD2.4inch,AntiSocsiRezistentlaApa(IP67),LanternasiVibratii,redareMP3siMP4,FMRadio,GPRS,BT2.1,MMS,BaterieLitiu4800mAh,FunctiePowerBank,Negru",395
603,"TelefonmobilSamsungGALAXYS7,32GB,4G,Black+BoxaportabilaSamsungLevelBoxSlim,Black",2.899
604,"TelefonmobiliHuntX200,4G,DualSIM,Quad-Core,16GB,13MP,Android5.1,3500mAh,Negru",875
605,"TelefonmobilElephoneP9000Lite,DualSIM,4G,senzorimagineOV13850,4GB/32GB,Android,USBType-C,Negru,husasilicon",1.299
606,"TelefonmobilBlackBerryPriv,32GB,4G,Black",2.421
607,"TelefonmobilHTCOneM8,16GB,4G,AmberGold",1.645
608,"TelefonmobilAllviewE4,DualSIM,16GB,Black",969
609,"TelefonmobilSonyXperiaZ3+,DualSim,32GB,4G,Black",1.699
610,"TelefonmobilMicrosoftLumia640XL,8GB,4G,White",699
611,"TelefonmobilLGK7X210,8GB,Black",775
612,"TelefonmobilKarbonnK22,DualSIM,Black",149
613,"TelefonmobilSamsungI9300iGALAXYS3Neo,DualSIM,16GB,White",1.012
614,"TelefonmobilBlackBerryPassport,32GB,4G,Black",1.684
615,"TelefonmobilSonyXperiaZ5,DualSim,32GB,4G,White",2.676
616,"TelefonmobilSonyXperiaZ5,DualSim,32GB,4G,Gold",2.379
617,"TelefonmobilAcerLiquidZ330,DualSim,8GB,4G,White",486
618,"TelefonmobilAlcatelONETOUCHIdolAlpha,16GB,Slate",1.199
619,"TelefonmobilKarbonnK9Spy,DualSIM,BlackRed",127
620,"TelefonmobilAllviewP5eMagic,DualSIM,8GB,Blue",369
621,"TelefonmobilUTOKDorel2,DualSIM,Black",307
622,"TelefonmobilSamsungGALAXYS7Edge,DualSim,32GB,4G,Gold",2.999
623,"TelefonmobilLGG4Beat,DualSim,8GB,4G,Gold",991
624,"TelefonmobilUTOKExplorer4,DualSIM,Black",991
625,"TelefonmobilLenovoA7010Lite,DualSIM,16GB,4G,White",1.462
626,"TelefonmobilVoninoZunX,DualSIM,16GB,4G,Black",449
627,"TelefonmobilAlcatel2045,Black",229
628,"TelefonmobilHuaweiY6Pro,DualSim,16GB,4G,Grey",717
629,"TelefonmobilSamsungGalaxyJ3,8GB,4G,White",799
630,"TelefonmobilLeagooZ1DualSim,ChampagneGold",349
631,"TelefonmobilSamsungGalaxyGrandPrimePlusG532,DualSim,8GB,4G,Gold",800
632,"TelefonmobilSamsungGALAXYS7,DualSim,32GB,4G,Black",2.974
633,"TelefonmobilNokia222,White",179
634,"TelefonmobilAlcatelPopStar,DualSim,8GB,Black",589
635,"TelefonmobilLenovoK5Plus,DualSIM,16GB,4G,DarkGray",899
636,"TelefonmobilLGG4C,8GB,4G,Silver",799
637,"TelefonmobilLGSpiritH440N,8GB,4G,BlackTitan",809
638,"TelefonmobilHTCOneE9Plus,DualSim,32GB,4G,Gold",1.499
639,"TelefonmobilSonyXPerformance,DualSIM,64GB,4G,White",2.301
640,"TelefonmobilHTCDesire510,4G,8GB,White",579
641,"TelefonmobilSamsungGalaxyJ1(2016),8GB,4G,White",803
642,"TelefonmobilNokia130,Red",119
643,"TelefonMobilCUBOTRainbow,DualSIM,5""HDIPS,Quad-Core,16GB,13MPx,LEDNotificare,Android6.0,Auriu+BONUS:HusaSiliconsiFolieSticla9H",594
644,"TelefonmobilSamsungGalaxyJ1MiniPrime,J106H,DualSim,8GB,3G,Alb",480
645,"TelefonmobilHTCOneM9,32GB,4G,MetalGrey",1.979
646,"TelefonmobilHTCOneA9,16GB,4G,CarbonGrey",1.579
647,"TelefonmobilBLUStudioOne,DualSim,16GB,4G,Grey",639
648,"TelefonmobilSamsungGalaxyJ3,DualSim,8GB,4G,Gold",729
649,"TelefonmobilSonyXperiaE5,16GB,4G,White",829
650,"TelefonmobilSamsungGalaxyJ5(2016)J510F,16GB,4G,Black",949
651,"TelefonmobilXiaomiRedmiNote3Pro,DualSIM,4G,16GB,Black",861
652,"TelefonmobilSonyZ5Premium,DualSIM,32GB,4G,Chrome",2.367
653,"TelefonmobilSonyZ5Premium,DualSIM,32GB,4G,Black",2.364
654,"TelefonmobilNokia222,DualSIM,White",179
655,"TelefonmobilSonyXperiaZ3+,DualSim,32GB,4G,White",1.599
656,"TelefonmobilAllviewV2ViperE,DualSIM,8GB,Black",349
657,"TelefonmobilNokia216,DualSim,Grey",179
